epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
130,5309.62,0.90836,2.26493,1.10073,0.74633,0.71404,0.74103,0.45449,2.04519,6.39061,1.97469,0.000159151,5.30502e-05,0.000159151,5.30502e-05,0.000159151,5.30502e-05,0.000159151,5.30502e-05
131,5368.36,0.75709,1.47706,1.06614,0.74882,0.7004,0.73195,0.44527,2.06272,6.33368,2.00413,0.000152082,5.0694e-05,0.000152082,5.0694e-05,0.000152082,5.0694e-05,0.000152082,5.0694e-05
132,5408.74,0.74827,1.41725,1.05534,0.74513,0.70464,0.73483,0.44654,2.05672,6.3708,2.00191,0.000145013,4.83378e-05,0.000145013,4.83378e-05,0.000145013,4.83378e-05,0.000145013,4.83378e-05
133,5449.42,0.72962,1.36856,1.04162,0.75277,0.70526,0.73755,0.44893,2.06006,6.2942,2.00083,0.000137945,4.59816e-05,0.000137945,4.59816e-05,0.000137945,4.59816e-05,0.000137945,4.59816e-05
134,5489.98,0.73475,1.37349,1.0483,0.75428,0.70336,0.73771,0.45286,2.04691,6.30752,1.99394,0.000130876,4.36254e-05,0.000130876,4.36254e-05,0.000130876,4.36254e-05,0.000130876,4.36254e-05
135,5530.68,0.73286,1.354,1.04236,0.75558,0.7059,0.73866,0.45479,2.04627,6.34218,1.98655,0.000123808,4.12692e-05,0.000123808,4.12692e-05,0.000123808,4.12692e-05,0.000123808,4.12692e-05
136,5571.23,0.73065,1.33698,1.03871,0.75162,0.71648,0.74556,0.45787,2.03751,6.35685,1.98132,0.000116739,3.8913e-05,0.000116739,3.8913e-05,0.000116739,3.8913e-05,0.000116739,3.8913e-05
137,5611.91,0.73519,1.33678,1.03992,0.747,0.71065,0.74223,0.45491,2.06303,6.41514,1.9961,0.00010967,3.65568e-05,0.00010967,3.65568e-05,0.00010967,3.65568e-05,0.00010967,3.65568e-05
138,5652.54,0.72375,1.33851,1.03519,0.73646,0.7202,0.74043,0.45798,2.02546,6.3618,1.98107,0.000102602,3.42006e-05,0.000102602,3.42006e-05,0.000102602,3.42006e-05,0.000102602,3.42006e-05
139,5692.74,0.72559,1.363,1.04718,0.73773,0.72352,0.74079,0.45757,2.02612,6.33163,1.98137,9.55332e-05,3.18444e-05,9.55332e-05,3.18444e-05,9.55332e-05,3.18444e-05,9.55332e-05,3.18444e-05
140,5733.25,0.71338,1.31499,1.042,0.73813,0.72134,0.73964,0.45865,2.02397,6.33818,1.98025,8.84646e-05,2.94882e-05,8.84646e-05,2.94882e-05,8.84646e-05,2.94882e-05,8.84646e-05,2.94882e-05
141,5773.89,0.71209,1.3345,1.0374,0.73927,0.72201,0.74016,0.45801,2.02774,6.33281,1.98883,8.1396e-05,2.7132e-05,8.1396e-05,2.7132e-05,8.1396e-05,2.7132e-05,8.1396e-05,2.7132e-05
142,5814.44,0.71412,1.29933,1.03337,0.73767,0.72574,0.74042,0.45621,2.05246,6.36508,2.01374,7.43274e-05,2.47758e-05,7.43274e-05,2.47758e-05,7.43274e-05,2.47758e-05,7.43274e-05,2.47758e-05
143,5854.92,0.722,1.33827,1.02654,0.73825,0.72277,0.74052,0.45803,2.04533,6.34846,2.00263,6.72588e-05,2.24196e-05,6.72588e-05,2.24196e-05,6.72588e-05,2.24196e-05,6.72588e-05,2.24196e-05
144,5895.47,0.72843,1.31889,1.0316,0.74033,0.72528,0.74147,0.45665,2.05395,6.34524,2.00806,6.01902e-05,2.00634e-05,6.01902e-05,2.00634e-05,6.01902e-05,2.00634e-05,6.01902e-05,2.00634e-05
145,5936.06,0.70869,1.31792,1.027,0.73911,0.72437,0.74133,0.45767,2.03341,6.33294,1.99596,5.31216e-05,1.77072e-05,5.31216e-05,1.77072e-05,5.31216e-05,1.77072e-05,5.31216e-05,1.77072e-05
146,5976.87,0.72051,1.30542,1.03021,0.7402,0.72443,0.74221,0.45813,2.03327,6.3583,2.00215,4.6053e-05,1.5351e-05,4.6053e-05,1.5351e-05,4.6053e-05,1.5351e-05,4.6053e-05,1.5351e-05
147,6017.39,0.71123,1.30383,1.03254,0.73732,0.72516,0.74223,0.4566,2.04874,6.36779,2.0089,3.89844e-05,1.29948e-05,3.89844e-05,1.29948e-05,3.89844e-05,1.29948e-05,3.89844e-05,1.29948e-05
148,6057.94,0.70852,1.31168,1.02677,0.74803,0.71596,0.74211,0.45784,2.03825,6.34598,1.99967,3.19158e-05,1.06386e-05,3.19158e-05,1.06386e-05,3.19158e-05,1.06386e-05,3.19158e-05,1.06386e-05
149,6098.55,0.72389,1.32838,1.03054,0.74179,0.71942,0.74187,0.45889,2.02833,6.35781,1.99204,2.48472e-05,8.2824e-06,2.48472e-05,8.2824e-06,2.48472e-05,8.2824e-06,2.48472e-05,8.2824e-06
150,6139.09,0.71843,1.31064,1.04186,0.73913,0.72448,0.74315,0.45833,2.03306,6.36204,1.99706,1.77786e-05,5.9262e-06,1.77786e-05,5.9262e-06,1.77786e-05,5.9262e-06,1.77786e-05,5.9262e-06
