Type,Start,End,Length (mm)
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(280, 287)",1.5020196968644433
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(277, 258)",2.0221559027943092
Line,"(277, 258)","(280, 287)",1.5482464654825798
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(311, 243)",5.142635560450907
Line,"(311, 243)","(278, 286)",2.8784356847037156
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(277, 258)",2.0221559027943092
Line,"(277, 258)","(280, 287)",1.5482464654825798
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(277, 258)",2.0221559027943092
Line,"(277, 258)","(280, 287)",1.5482464654825798
Line,"(280, 287)","(526, 325)",13.218626725140172
Line,"(526, 325)","(476, 222)",6.080165714487003
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(280, 287)",1.5020196968644433
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(280, 287)",1.5020196968644433
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(280, 287)",1.5020196968644433
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(277, 258)",2.0221559027943092
Line,"(277, 258)","(280, 287)",1.5482464654825798
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(277, 258)",2.0221559027943092
Line,"(277, 258)","(280, 287)",1.5482464654825798
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(526, 325)",13.331746944543488
Line,"(526, 325)","(476, 222)",6.080165714487003
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(277, 258)",2.0221559027943092
Line,"(277, 258)","(280, 287)",1.5482464654825798
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(396, 150)",2.707804516900814
Line,"(396, 150)","(284, 150)",5.9476945535202175
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(278, 286)",1.437747501928145
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(277, 258)",2.0221559027943092
Line,"(277, 258)","(280, 287)",1.5482464654825798
Line,"(280, 287)","(528, 323)",13.307928419812272
Line,"(528, 323)","(477, 223)",5.961192414510715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(274, 260)",2.2107005318476682
Line,"(274, 260)","(280, 287)",1.4687955630690648
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(280, 287)",1.5020196968644433
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(277, 258)",2.0221559027943092
Line,"(277, 258)","(280, 287)",1.5482464654825798
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(274, 260)",2.2107005318476682
Line,"(274, 260)","(278, 286)",1.3969590694970173
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(274, 260)",2.2107005318476682
Line,"(274, 260)","(280, 287)",1.4687955630690648
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(283, 151)",6.053903384833079
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(277, 256)",1.9827228937302497
Line,"(277, 256)","(278, 286)",1.5940172975699038
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(283, 151)","(312, 243)",5.122580867431262
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(280, 287)",1.5020196968644433
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(476, 222)",6.05599924897232
Line,"(476, 222)","(386, 200)",4.920117662375437
Line,"(386, 200)","(396, 150)",2.707804516900814
Line,"(396, 150)","(283, 151)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(276, 259)",2.0920713537906352
Line,"(276, 259)","(280, 287)",1.5020196968644433
Line,"(280, 287)","(527, 324)",13.263140107259447
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
Line,"(312, 243)","(278, 286)",2.911071500572235
Line,"(278, 286)","(527, 324)",13.37609471248889
Line,"(527, 324)","(477, 223)",5.984799319863715
Line,"(477, 223)","(386, 200)",4.984465433431994
Line,"(386, 200)","(397, 151)",2.6668781642017314
Line,"(397, 151)","(284, 150)",6.001033939866841
Line,"(284, 150)","(312, 243)",5.157693753077612
