epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
77,20675.9,1.00056,2.04634,1.28885,0.57962,0.55035,0.50534,0.35112,1.13828,2.13015,1.31399,0.00026518,8.83932e-05,0.00026518,8.83932e-05,0.00026518,8.83932e-05,0.00026518,8.83932e-05
78,20930.3,1.02424,2.07533,1.29199,0.60626,0.56707,0.50826,0.35676,1.11107,2.12603,1.29591,0.000254577,8.48589e-05,0.000254577,8.48589e-05,0.000254577,8.48589e-05,0.000254577,8.48589e-05
79,21184.3,1.00959,2.01873,1.28564,0.64062,0.53087,0.50785,0.35968,1.10273,2.10929,1.28752,0.000243974,8.13246e-05,0.000243974,8.13246e-05,0.000243974,8.13246e-05,0.000243974,8.13246e-05
80,21439,1.00454,2.094,1.29285,0.6407,0.52009,0.51223,0.36251,1.13786,2.11439,1.3085,0.000233371,7.77903e-05,0.000233371,7.77903e-05,0.000233371,7.77903e-05,0.000233371,7.77903e-05
81,21694.4,1.00784,2.00632,1.30558,0.62217,0.54225,0.50952,0.36126,1.10585,2.10834,1.28529,0.000222768,7.4256e-05,0.000222768,7.4256e-05,0.000222768,7.4256e-05,0.000222768,7.4256e-05
82,21948.2,1.00502,2.01321,1.29798,0.60507,0.57212,0.5127,0.35632,1.12476,2.09557,1.30053,0.000212165,7.07217e-05,0.000212165,7.07217e-05,0.000212165,7.07217e-05,0.000212165,7.07217e-05
83,22207.2,0.98787,1.97405,1.28257,0.56912,0.60894,0.50685,0.34985,1.16735,2.09707,1.33217,0.000201562,6.71874e-05,0.000201562,6.71874e-05,0.000201562,6.71874e-05,0.000201562,6.71874e-05
84,22462.6,0.95503,1.98409,1.25607,0.56084,0.6093,0.51864,0.3587,1.14145,2.08924,1.3157,0.000190959,6.36531e-05,0.000190959,6.36531e-05,0.000190959,6.36531e-05,0.000190959,6.36531e-05
85,22717.5,0.98195,1.97437,1.2693,0.55902,0.59903,0.52525,0.36604,1.11238,2.09062,1.29426,0.000180356,6.01188e-05,0.000180356,6.01188e-05,0.000180356,6.01188e-05,0.000180356,6.01188e-05
86,22971.6,1.01764,2.02843,1.30789,0.5927,0.53923,0.53038,0.37147,1.10124,2.08699,1.28619,0.000169754,5.65845e-05,0.000169754,5.65845e-05,0.000169754,5.65845e-05,0.000169754,5.65845e-05
87,23226.3,0.99276,1.93425,1.29053,0.59536,0.53538,0.53483,0.37111,1.115,2.0902,1.29725,0.000159151,5.30502e-05,0.000159151,5.30502e-05,0.000159151,5.30502e-05,0.000159151,5.30502e-05
88,23480.9,1.00765,2.05946,1.32785,0.58683,0.5313,0.53333,0.37105,1.14129,2.09341,1.31602,0.000148548,4.95159e-05,0.000148548,4.95159e-05,0.000148548,4.95159e-05,0.000148548,4.95159e-05
89,23735.5,1.02905,2.05615,1.31012,0.55231,0.60305,0.51983,0.36474,1.09984,2.09692,1.29194,0.000137945,4.59816e-05,0.000137945,4.59816e-05,0.000137945,4.59816e-05,0.000137945,4.59816e-05
90,23994,0.99147,2.02795,1.27618,0.567,0.59975,0.517,0.36267,1.09388,2.09002,1.28553,0.000127342,4.24473e-05,0.000127342,4.24473e-05,0.000127342,4.24473e-05,0.000127342,4.24473e-05
91,24249,0.90248,2.41058,1.29633,0.5484,0.58963,0.5165,0.36161,1.12763,2.12176,1.30549,0.000116739,3.8913e-05,0.000116739,3.8913e-05,0.000116739,3.8913e-05,0.000116739,3.8913e-05
92,24504.3,0.86067,2.36691,1.24983,0.56078,0.58741,0.51555,0.35622,1.14903,2.19363,1.31797,0.000106136,3.53787e-05,0.000106136,3.53787e-05,0.000106136,3.53787e-05,0.000106136,3.53787e-05
93,24756.8,0.86318,2.41951,1.24241,0.56527,0.58828,0.51393,0.35634,1.12403,2.21503,1.30142,9.55332e-05,3.18444e-05,9.55332e-05,3.18444e-05,9.55332e-05,3.18444e-05,9.55332e-05,3.18444e-05
94,25010.7,0.87427,2.38906,1.25054,0.55742,0.55626,0.51228,0.35981,1.11074,2.18519,1.29541,8.49303e-05,2.83101e-05,8.49303e-05,2.83101e-05,8.49303e-05,2.83101e-05,8.49303e-05,2.83101e-05
95,41065.9,0.86425,2.38892,1.26297,0.56459,0.55841,0.51996,0.36702,1.09557,2.1578,1.28952,7.43274e-05,2.47758e-05,7.43274e-05,2.47758e-05,7.43274e-05,2.47758e-05,7.43274e-05,2.47758e-05
96,41361.5,0.87047,2.36445,1.27248,0.57775,0.5576,0.5229,0.36776,1.11048,2.14281,1.29923,6.37245e-05,2.12415e-05,6.37245e-05,2.12415e-05,6.37245e-05,2.12415e-05,6.37245e-05,2.12415e-05
97,41648.9,0.886,2.39546,1.23569,0.57823,0.57572,0.52102,0.36127,1.11649,2.14569,1.30298,5.31216e-05,1.77072e-05,5.31216e-05,1.77072e-05,5.31216e-05,1.77072e-05,5.31216e-05,1.77072e-05
98,41937.6,0.86308,2.34655,1.26383,0.57914,0.57558,0.52163,0.36305,1.10711,2.13992,1.29525,4.25187e-05,1.41729e-05,4.25187e-05,1.41729e-05,4.25187e-05,1.41729e-05,4.25187e-05,1.41729e-05
99,42211.6,0.86502,2.35494,1.24988,0.58255,0.58205,0.51933,0.36188,1.10511,2.13661,1.2928,3.19158e-05,1.06386e-05,3.19158e-05,1.06386e-05,3.19158e-05,1.06386e-05,3.19158e-05,1.06386e-05
100,42463.2,0.86669,2.36368,1.23611,0.57865,0.57415,0.51458,0.36148,1.09016,2.13811,1.28109,2.13129e-05,7.1043e-06,2.13129e-05,7.1043e-06,2.13129e-05,7.1043e-06,2.13129e-05,7.1043e-06
